id,발생시각,처음확인,마지막변경,권역,보낸곳,출처,지역,건물,건물종류,화재종류,진행상태,등급,신빙성,규모,규모근거,진화,층,아래층물피해,관련기사수,언론사,관련기사,네이버뉴스,네이버블로그,네이버카페
d69ba491d038,2026-09-25T06:18:27+09:00,,2026-09-25T19:30:52+09:00,인천,권역방,소방출동,인천광역시 계양구 동양동,동양동 휴먼빌아파트,아파트,"고층건물(3층이상,아파트)",진화중,,공식,정보없음,,,,,0,,,0,0,3
2439bc09d71c,2026-09-25T06:45:00+09:00,,2026-09-25T09:28:08+09:00,경기 남부,사장님,소방출동,경기도 화성시 효행구 정남면 귀래리,,,"일반화재(차량,주택)",진화중,,공식,정보없음,,,,,0,,,0,0,1
9d4d3f961a3b,2026-09-25T07:46:23+09:00,,2026-09-25T14:18:22+09:00,경기 북부,사장님,소방출동,경기도 포천시 일동면 기산리,,,"일반화재(차량,주택)",진화중,,공식,정보없음,,,,,0,,,0,0,0
80188a6cea15,2026-09-25T09:44:19+09:00,2026-09-25T14:18:06.653460+09:00,2026-09-25T14:18:22+09:00,경기 북부,권역방,소방출동,경기도 남양주시 화도읍 차산리,광암빌딩,상가·빌딩,기타화재,방문가능,★★★,공식,정보없음,,,,,0,,,0,0,0
568134e63b83,2026-09-25T10:24:15+09:00,,2026-09-25T19:30:52+09:00,서울 북부,사장님,소방출동,서울특별시 강북구 미아동,,,"일반화재(차량,주택)",확인필요,★,공식,정보없음,,,,,0,,,0,0,2
49c2a069706c,2026-09-25T10:58:31+09:00,,2026-09-25T14:18:22+09:00,경기 남부,사장님,소방출동,경기도 수원시 팔달구 구천동,신흥톱공구 옆 빌라,주택·빌라,기타화재,방문가능,★★★,공식,정보없음,,,,,0,,,0,0,0
12599c628dd6,2026-09-25T12:24:54+09:00,2026-09-25T14:18:06.653460+09:00,2026-09-25T14:18:22+09:00,경기 서부,사장님,소방출동,경기도 김포시 양촌읍 양곡리,신양고등학교,교육·종교,기타화재,방문가능,,공식,정보없음,,,,,0,,,0,0,0
481689a6d72a,2026-09-25T12:43:00+09:00,,2026-09-25T14:18:22+09:00,경기 남부,권역방,소방출동,경기도 용인시 기흥구 중동,세종오피스텔,상가·빌딩,기타화재,방문가능,★★★,공식,정보없음,,,,,0,,,0,0,1
77f05f615e40,2026-09-25T13:27:00+09:00,2026-09-25T14:18:06.653460+09:00,2026-09-25T14:18:22+09:00,경기 북부,권역방,소방출동,경기도 양주시 덕계동,태성그린빌라 3동,주택·빌라,"일반화재(차량,주택)",진화중,,공식,정보없음,,,,,0,,,0,0,0
ebfc5bf6993f,2026-09-25T13:32:52+09:00,2026-09-25T14:18:06.653460+09:00,2026-09-25T14:18:22+09:00,경기 북부,사장님,소방출동,경기도 남양주시 진접읍 내곡리,,,"일반화재(차량,주택)",곧가능,★,공식,정보없음,,,,,0,,,0,0,0
b5c0ddbab1ec,2026-09-25T14:06:34+09:00,2026-09-25T14:18:06.653460+09:00,2026-09-25T14:18:22+09:00,경기 동부,사장님,소방출동,경기도 여주시 가남읍 신해리,,,"일반화재(차량,주택)",방문가능,★★,공식,정보없음,,,,,0,,,0,0,0
9f31b34b441e,2026-09-25T15:42:32+09:00,,2026-09-25T19:30:52+09:00,인천,사장님,소방출동,인천광역시 미추홀구 용현동,B동,,"일반화재(차량,주택)",방문가능,★★,공식,정보없음,,,,,0,,,0,0,0
7b2870f65366,2026-09-25T16:07:32+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,서울 북부,사장님,소방출동,서울특별시 도봉구 도봉동,해밀마을1차,,"일반화재(차량,주택)",확인필요,★,공식,정보없음,,,,,0,,,0,0,0
ddb9f1e662e1,2026-09-25T16:07:49+09:00,,2026-09-25T19:30:52+09:00,서울 남부,권역방,소방출동,서울특별시 강남구 수서동,수서6단지아파트,아파트,"일반화재(차량,주택)",진화중,★★,공식,정보없음,,,,,0,,,0,2,5
2358d6b1d014,2026-09-25T16:14:14+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,경기 남부,사장님,소방출동,경기도 안성시 석정동,한경국립대학교 제1농학관,교육·종교,"일반화재(차량,주택)",방문가능,,공식,정보없음,,,,,0,,,0,0,0
f33bc43c22e4,2026-09-25T16:30:42+09:00,,2026-09-25T19:30:52+09:00,서울 북부,권역방,소방출동,서울특별시 동대문구 용두동,래미안 허브리츠,아파트,"일반화재(차량,주택)",확인필요,★★,공식,정보없음,,,,,0,,,0,0,3
27d5e685eb31,2026-09-25T16:45:43+09:00,,2026-09-25T19:30:52+09:00,서울 북부,사장님,소방출동,서울특별시 광진구 중곡동,,,"일반화재(차량,주택)",확인필요,★,공식,정보없음,,,,,0,,,0,0,2
c83f9eb15bd1,2026-09-25T17:07:36+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,경기 남부,권역방,소방출동,경기도 오산시 수청동,오산스마트캐슬오피스텔,상가·빌딩,기타화재,방문가능,★★★,공식,정보없음,,,,,0,,,0,0,0
dc6406ccea60,2026-09-25T17:23:44+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,서울 북부,사장님,소방출동,서울특별시 서대문구 연희동,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,5
508ac69daeb7,2026-09-25T17:25:32+09:00,,2026-09-25T19:30:52+09:00,경기 동부,권역방,소방출동,경기도 광주시 목현동,모개미마을빌라1차 107-108동 사이 정자,주택·빌라,기타화재,진화중,★,공식,정보없음,,,,,0,,,0,0,0
50aabc1d1260,2026-09-25T17:29:35+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,경기 북부,권역방,소방출동,경기도 고양시 덕양구 화정동,주택,주택·빌라,"일반화재(차량,주택)",방문가능,★★,공식,정보없음,,,,,0,,,0,0,6
00f2cef09214,2026-09-25T17:49:30+09:00,,2026-09-25T19:30:52+09:00,경기 남부,권역방,소방출동,경기도 군포시 산본동,한양백두@상가,상가·빌딩,기타화재,진화중,★★,공식,정보없음,,,,,0,,,0,0,0
9db87e92c24c,2026-09-25T18:07:29+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,서울 남부,사장님,소방출동,서울특별시 구로구 궁동,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,0
aacee897bf9c,2026-09-25T18:25:15+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,경기 동부,사장님,소방출동,경기도 양평군 양평읍 회현리,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,0
edaa2463883f,2026-09-25T18:34:53+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,서울 남부,사장님,소방출동,서울특별시 영등포구 양평동2가,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,0
6c77676db8cd,2026-09-25T18:39:13+09:00,,2026-09-25T19:30:52+09:00,경기 남부,사장님,소방출동,경기도 용인시 수지구 풍덕천동,노인회지회 삼거리,,"일반화재(차량,주택)",방문가능,★★,공식,정보없음,,,,,0,,,0,0,0
f20fc910fdf8,2026-09-25T18:41:54+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,경기 남부,사장님,소방출동,경기도 수원시 팔달구 남창동,,,"일반화재(차량,주택)",방문가능,★★,공식,정보없음,,,,,0,,,0,0,0
7dde86751415,2026-09-25T19:13:26+09:00,2026-09-25T19:30:29.841066+09:00,2026-09-25T19:30:52+09:00,경기 북부,권역방,소방출동,경기도 양주시 장흥면 일영리,경남아너스빌205동1-2라인,주택·빌라,기타화재,진화중,★,공식,정보없음,,,,,0,,,0,0,0
09a23444ae56,2026-09-25T19:18:37+09:00,,2026-09-26T00:29:51+09:00,서울 북부,사장님,소방출동,서울특별시 종로구 홍지동,,,"일반화재(차량,주택)",진화중,,공식,정보없음,,,,,0,,,1,0,1
3ab79857c2cc,2026-09-26T00:16:57+09:00,,2026-09-26T03:30:19+09:00,서울 남부,사장님,소방출동,서울특별시 구로구 구로동,구로하우비,,"일반화재(차량,주택)",진화중,★★★,공식,정보없음,,,,,0,,,0,0,1
281032d22958,2026-09-26T01:13:00+09:00,,2026-09-26T06:27:29+09:00,경기 남부,권역방,소방출동,경기도 안양시 만안구 석수동,석수네스트빌,주택·빌라,기타화재,방문가능,★★★,공식,정보없음,,,,,0,,,0,0,0
54f5075a3392,2026-09-26T01:42:56+09:00,,2026-09-26T06:27:29+09:00,경기 남부,권역방,소방출동,경기도 용인시 수지구 죽전동,현대1차아파트 상가,아파트,기타화재,방문가능,★★★,공식,정보없음,,,,,0,,,0,0,1
c8e9788a3080,2026-09-26T03:26:45+09:00,,2026-09-26T07:13:56+09:00,경기 북부,사장님,소방출동,경기도 파주시 금촌동,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,6
15436160e1cd,2026-09-26T04:56:54+09:00,,2026-09-26T07:13:56+09:00,경기 동부,사장님,소방출동,경기도 여주시 가남읍 신해리,베올리아,,"일반화재(차량,주택)",진화중,,공식,정보없음,,,,,0,,,0,3,0
b8a440740f3f,2026-09-26T05:02:48+09:00,,2026-09-26T07:13:56+09:00,서울 남부,사장님,소방출동,서울특별시 강서구 화곡동,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,5
6937d0cd6edb,2026-09-26T05:13:55+09:00,,2026-09-26T07:13:56+09:00,인천,사장님,소방출동,인천광역시 서해구 석남동,,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,0
f57e6b44994d,2026-09-26T06:01:57+09:00,,2026-09-26T07:13:56+09:00,경기 북부,사장님,소방출동,경기도 포천시 선단동,웰카운티,,"일반화재(차량,주택)",진화중,★,공식,정보없음,,,,,0,,,0,0,0
